FIPS,State,District,Year,Overall Food Insecurity Rate,# of Food Insecure Persons Overall,Food Insecurity Rate among Black Persons (all ethnicities),Food Insecurity Rate among Hispanic Persons (any race),"Food Insecurity Rate among White, non-Hispanic Persons",SNAP Threshold,% FI ≤ SNAP Threshold,% FI > SNAP Threshold,Child Food Insecurity Rate,# of Food Insecure Children,% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Census Region,Census Division,FNS Region
4821,TX,"Congressional District 21 (118th Congress), Texas",2023,14.9%,"125,310",28%,22%,10%,165%,41%,59%,15.5%,"27,170",49%,51%,South,West South Central,Southwest
4822,TX,"Congressional District 22 (116th Congress), Texas",2019,9.1%,"87,410",12%,13%,6%,165%,40%,60%,11.2%,"29,380",46%,54%,South,West South Central,Southwest
4822,TX,"Congressional District 22, Texas",2020,9.5%,"89,450",16%,14%,5%,165%,43%,57%,12.3%,"32,230",50%,50%,South,West South Central,Southwest
4822,TX,"Congressional District 22, Texas",2021,9.0%,"93,290",14%,12%,5%,165%,35%,65%,11.1%,"32,230",49%,51%,South,West South Central,Southwest
4822,TX,"Congressional District 22 (118th Congress), Texas",2022,12.3%,"104,070",22%,19%,7%,165%,30%,70%,15.9%,"37,930",47%,53%,South,West South Central,Southwest
4822,TX,"Congressional District 22 (118th Congress), Texas",2023,14.1%,"119,990",24%,20%,8%,165%,40%,60%,17.0%,"39,850",49%,51%,South,West South Central,Southwest
4823,TX,"Congressional District 23 (116th Congress), Texas",2019,12.8%,"100,770",17%,19%,9%,165%,66%,34%,19.4%,"41,850",66%,34%,South,West South Central,Southwest
4823,TX,"Congressional District 23, Texas",2020,12.8%,"98,230",20%,20%,7%,165%,73%,27%,19.4%,"40,890",76%,24%,South,West South Central,Southwest
4823,TX,"Congressional District 23, Texas",2021,13.8%,"116,860",17%,17%,7%,165%,51%,49%,18.0%,"40,380",69%,31%,South,West South Central,Southwest
4823,TX,"Congressional District 23 (118th Congress), Texas",2022,16.2%,"126,260",21%,23%,9%,165%,46%,54%,19.7%,"40,150",58%,42%,South,West South Central,Southwest
4823,TX,"Congressional District 23 (118th Congress), Texas",2023,17.3%,"135,850",24%,25%,10%,165%,60%,40%,18.7%,"39,710",69%,31%,South,West South Central,Southwest
4824,TX,"Congressional District 24 (116th Congress), Texas",2019,12.7%,"105,620",22%,14%,8%,165%,41%,59%,14.7%,"27,420",58%,42%,South,West South Central,Southwest
4824,TX,"Congressional District 24, Texas",2020,10.8%,"87,920",24%,16%,6%,165%,46%,55%,13.5%,"25,240",66%,34%,South,West South Central,Southwest
4824,TX,"Congressional District 24, Texas",2021,12.2%,"99,750",24%,13%,7%,165%,35%,66%,13.9%,"26,470",60%,40%,South,West South Central,Southwest
4824,TX,"Congressional District 24 (118th Congress), Texas",2022,12.3%,"93,290",27%,17%,7%,165%,25%,75%,14.4%,"27,970",45%,55%,South,West South Central,Southwest
4824,TX,"Congressional District 24 (118th Congress), Texas",2023,13.3%,"104,420",30%,18%,9%,165%,31%,69%,14.6%,"28,880",44%,56%,South,West South Central,Southwest
4825,TX,"Congressional District 25 (116th Congress), Texas",2019,13.2%,"108,370",22%,15%,8%,165%,41%,59%,15.7%,"29,850",55%,45%,South,West South Central,Southwest
4825,TX,"Congressional District 25, Texas",2020,11.8%,"94,700",23%,17%,7%,165%,48%,52%,14.0%,"26,660",65%,35%,South,West South Central,Southwest
4825,TX,"Congressional District 25, Texas",2021,11.5%,"100,710",21%,14%,7%,165%,39%,62%,13.2%,"28,510",66%,34%,South,West South Central,Southwest
4825,TX,"Congressional District 25 (118th Congress), Texas",2022,14.8%,"119,190",28%,20%,10%,165%,36%,64%,21.7%,"40,770",55%,45%,South,West South Central,Southwest
4825,TX,"Congressional District 25 (118th Congress), Texas",2023,16.3%,"132,850",31%,22%,11%,165%,50%,50%,22.7%,"44,510",63%,37%,South,West South Central,Southwest
4826,TX,"Congressional District 26 (116th Congress), Texas",2019,10.6%,"97,920",15%,13%,7%,165%,36%,64%,12.2%,"28,630",47%,53%,South,West South Central,Southwest
4826,TX,"Congressional District 26, Texas",2020,9.6%,"86,590",18%,14%,5%,165%,40%,60%,10.6%,"25,160",54%,46%,South,West South Central,Southwest
4826,TX,"Congressional District 26, Texas",2021,10.6%,"102,720",17%,12%,6%,165%,27%,73%,11.6%,"28,260",42%,58%,South,West South Central,Southwest
4826,TX,"Congressional District 26 (118th Congress), Texas",2022,12.4%,"103,930",24%,17%,8%,165%,28%,72%,15.9%,"32,140",45%,55%,South,West South Central,Southwest
4826,TX,"Congressional District 26 (118th Congress), Texas",2023,13.1%,"112,130",26%,18%,9%,165%,28%,72%,15.5%,"31,620",39%,61%,South,West South Central,Southwest
4827,TX,"Congressional District 27 (116th Congress), Texas",2019,15.4%,"114,780",25%,18%,10%,165%,66%,35%,21.9%,"40,180",69%,31%,South,West South Central,Southwest
